CV1 CV2 aepbe0 electron_affinity polarizability_pbe C O N S Cl H
5.36081e-01 1.83037e-01 -1.6134463e+03 -8.3721000e-01 1.1987119e+01 6 1 0 0 0 8
5.58578e-01 2.06491e-01 -1.7557289e+03 -7.5745000e-01 1.1426430e+01 6 1 0 0 0 10
5.04609e-01 1.67213e-01 -1.6124769e+03 1.6778000e-01 1.1570040e+01 6 1 0 0 0 8
5.25118e-01 1.68569e-01 -1.6162776e+03 2.0748000e-01 1.2338001e+01 6 1 0 0 0 8
5.04353e-01 1.78104e-01 -1.6161851e+03 -6.2683000e-01 1.1138850e+01 6 1 0 0 0 8
5.32984e-01 1.75908e-01 -1.6155249e+03 -6.7483000e-01 1.1585040e+01 6 1 0 0 0 8
6.24381e-01 2.46941e-01 -1.8903625e+03 -2.5186900e+00 1.1469987e+01 6 1 0 0 0 12
5.48256e-01 2.10421e-01 -1.7521715e+03 -7.5157000e-01 1.1249160e+01 6 1 0 0 0 10
5.44808e-01 2.01628e-01 -1.7467257e+03 -7.0853000e-01 1.1179776e+01 6 1 0 0 0 10
5.52933e-01 1.97403e-01 -1.7555029e+03 -7.9641000e-01 1.1461092e+01 6 1 0 0 0 10
5.56493e-01 2.04652e-01 -1.7462892e+03 -6.4983000e-01 1.1616372e+01 6 1 0 0 0 10
5.37724e-01 2.06477e-01 -1.7523260e+03 -7.8290000e-01 1.1436010e+01 6 1 0 0 0 10
6.17788e-01 2.43741e-01 -1.8782993e+03 -2.5438700e+00 1.1664686e+01 6 1 0 0 0 12
5.40880e-01 2.06232e-01 -1.7540286e+03 -7.3964000e-01 1.1346191e+01 6 1 0 0 0 10
5.45479e-01 2.00287e-01 -1.7541768e+03 -8.1567000e-01 1.1745779e+01 6 1 0 0 0 10
6.24008e-01 2.36268e-01 -1.8919531e+03 -2.8494800e+00 1.1635389e+01 6 1 0 0 0 12
6.17283e-01 2.64571e-01 -1.8882350e+03 -2.6543400e+00 1.1380886e+01 6 1 0 0 0 12
5.75481e-01 2.33860e-01 -1.7455455e+03 -7.0505000e-01 1.1577003e+01 6 1 0 0 0 10
5.11073e-01 2.69918e-01 -1.6265923e+03 5.3823000e-01 1.1063921e+01 6 1 0 0 0 8
5.53532e-01 2.22650e-01 -1.7490872e+03 -7.1554000e-01 1.1494344e+01 6 1 0 0 0 10
5.87765e-01 2.15116e-01 -1.7500481e+03 -7.2023000e-01 1.1624682e+01 6 1 0 0 0 10
5.04545e-01 1.84312e-01 -1.6121783e+03 1.5079000e-01 1.1586141e+01 6 1 0 0 0 8
5.13925e-01 1.65520e-01 -1.6163733e+03 1.6403000e-01 1.2418784e+01 6 1 0 0 0 8
5.07164e-01 2.65124e-01 -1.6312616e+03 4.3563000e-01 1.0964142e+01 6 1 0 0 0 8
5.39051e-01 2.60455e-01 -1.7564053e+03 -6.5645000e-01 1.1434947e+01 6 1 0 0 0 10
6.30045e-01 2.72728e-01 -1.8862120e+03 -2.4393200e+00 1.1398670e+01 6 1 0 0 0 12
5.37165e-01 3.30897e-01 -1.7519319e+03 4.5102000e-01 1.1149529e+01 6 1 0 0 0 10
5.79614e-01 3.14920e-01 -1.8777848e+03 -2.3890200e+00 1.1633357e+01 6 1 0 0 0 12
5.93422e-01 2.82537e-01 -1.8784192e+03 -2.5137000e+00 1.1681829e+01 6 1 0 0 0 12
5.75793e-01 3.12998e-01 -1.8738043e+03 -2.6300800e+00 1.1636282e+01 6 1 0 0 0 12
5.23120e-01 3.05845e-01 -1.7704402e+03 4.1377000e-01 1.1025658e+01 6 1 0 0 0 10
5.88535e-01 3.08975e-01 -1.8932900e+03 -2.6152900e+00 1.1496920e+01 6 1 0 0 0 12
5.00999e-01 -8.70211e-02 -1.4394590e+03 3.6490000e-02 1.0102127e+01 5 2 0 0 0 6
4.80205e-01 -3.46276e-02 -1.4478081e+03 5.9450000e-01 9.9978960e+00 5 2 0 0 0 6
4.78730e-01 -3.77220e-02 -1.4506370e+03 4.8905000e-01 9.7279430e+00 5 2 0 0 0 6
5.16474e-01 -8.40999e-03 -1.5785817e+03 4.6989000e-01 9.8837850e+00 5 2 0 0 0 8
5.79380e-01 -3.63768e-02 -1.6782587e+03 -2.5368800e+00 1.0482446e+01 5 2 0 0 0 10
5.03605e-01 -6.78464e-03 -1.5902981e+03 3.9700000e-01 9.8538010e+00 5 2 0 0 0 8
5.38317e-01 1.98016e-01 -1.7276895e+03 -8.0675000e-01 1.1482559e+01 6 1 0 0 0 10
4.43066e-01 1.20728e-01 -1.5686410e+03 -1.7934200e+00 1.1105165e+01 6 1 0 0 0 8
5.33998e-01 1.92985e-01 -1.7286465e+03 -7.9546000e-01 1.1594717e+01 6 1 0 0 0 10
4.29437e-01 1.14990e-01 -1.5695222e+03 -1.7903300e+00 1.1263035e+01 6 1 0 0 0 8
4.94915e-01 -2.55145e-02 -1.5450931e+03 7.2821000e-01 9.8815980e+00 5 2 0 0 0 8
4.78694e-01 -2.70833e-02 -1.5455837e+03 7.9250000e-01 9.9729030e+00 5 2 0 0 0 8
5.20468e-01 1.65566e-01 -1.6298093e+03 -5.7260000e-02 1.1216906e+01 6 1 0 0 0 8
6.01107e-01 2.39519e-01 -1.8894762e+03 -2.6155500e+00 1.1524227e+01 6 1 0 0 0 12
5.08230e-01 1.67722e-01 -1.6086041e+03 1.9705000e-01 1.1813907e+01 6 1 0 0 0 8
5.05585e-01 1.60728e-01 -1.6161230e+03 1.4368000e-01 1.1986960e+01 6 1 0 0 0 8
4.93968e-01 1.70122e-01 -1.6096086e+03 -5.0796000e-01 1.1403081e+01 6 1 0 0 0 8
5.02756e-01 3.05819e-01 -1.7525964e+03 4.2553000e-01 1.1174300e+01 6 1 0 0 0 10
5.66451e-01 2.93117e-01 -1.8759694e+03 -2.5315000e+00 1.1599700e+01 6 1 0 0 0 12
5.25626e-01 1.97616e-01 -1.7512406e+03 -7.8967000e-01 1.1553230e+01 6 1 0 0 0 10
4.89755e-01 -8.76604e-02 -1.4368047e+03 6.8040000e-02 1.0003069e+01 5 2 0 0 0 6
4.74882e-01 -9.00389e-02 -1.3048296e+03 1.5736500e+00 1.0038719e+01 5 2 0 0 0 4
4.68424e-01 -4.85869e-02 -1.4433646e+03 1.1586500e+00 9.8380570e+00 5 2 0 0 0 6
4.62639e-01 -5.24023e-02 -1.4515258e+03 1.1315300e+00 9.7906710e+00 5 2 0 0 0 6
5.72726e-01 3.66832e-03 -1.6785686e+03 -2.6334100e+00 1.0583183e+01 5 2 0 0 0 10
5.20429e-01 1.90387e-03 -1.5733744e+03 4.6210000e-01 9.7960980e+00 5 2 0 0 0 8
4.63503e-01 -3.33733e-02 -1.4442373e+03 5.2598000e-01 9.5210960e+00 5 2 0 0 0 6
4.85871e-01 3.03720e-02 -1.5579330e+03 7.4960000e-01 1.0051418e+01 5 2 0 0 0 8
5.76449e-01 1.77317e-02 -1.6859279e+03 -2.4730300e+00 1.0476113e+01 5 2 0 0 0 10
4.83612e-01 2.44189e-02 -1.5562917e+03 7.5171000e-01 9.9822070e+00 5 2 0 0 0 8
4.92449e-01 -1.14055e-03 -1.5875885e+03 4.1430000e-01 9.7281190e+00 5 2 0 0 0 8
6.17163e-01 2.59558e-01 -1.8876128e+03 -2.6298300e+00 1.1343098e+01 6 1 0 0 0 12
5.80530e-01 2.29678e-01 -1.7470837e+03 -7.2275000e-01 1.1589546e+01 6 1 0 0 0 10
5.11609e-01 1.74334e-01 -1.4797687e+03 6.2287000e-01 1.1943877e+01 6 1 0 0 0 6
4.96255e-01 2.39867e-01 -1.4929683e+03 1.6370800e+00 1.1807269e+01 6 1 0 0 0 6
5.01399e-01 1.85800e-01 -1.6133927e+03 2.9286000e-01 1.1954070e+01 6 1 0 0 0 8
5.48787e-01 2.19304e-01 -1.7491528e+03 -7.1779000e-01 1.1502099e+01 6 1 0 0 0 10
5.54494e-01 1.98648e-01 -1.7545186e+03 -7.8684000e-01 1.1577961e+01 6 1 0 0 0 10
4.86111e-01 2.54284e-01 -1.6373380e+03 1.0532700e+00 1.1317598e+01 6 1 0 0 0 8
5.02201e-01 2.41278e-01 -1.4849353e+03 1.8167900e+00 1.0959503e+01 6 1 0 0 0 6
5.26295e-01 2.64438e-01 -1.7565989e+03 -6.0584000e-01 1.1525982e+01 6 1 0 0 0 10
5.11061e-01 2.41285e-01 -1.6126802e+03 8.1320000e-02 1.1328684e+01 6 1 0 0 0 8
4.96796e-01 1.81513e-01 -1.6119226e+03 1.4275000e-01 1.1472156e+01 6 1 0 0 0 8
5.54579e-01 2.33157e-01 -1.7472062e+03 -6.9260000e-01 1.1316455e+01 6 1 0 0 0 10
5.78244e-01 3.09781e-01 -1.8724270e+03 -2.4396200e+00 1.1570381e+01 6 1 0 0 0 12
5.00203e-01 1.96549e-01 -1.6117964e+03 -7.2231000e-01 1.1129701e+01 6 1 0 0 0 8
4.81907e-01 2.56256e-01 -1.6320039e+03 1.1125800e+00 1.1074828e+01 6 1 0 0 0 8
5.24746e-01 2.65236e-01 -1.7526479e+03 -5.5395000e-01 1.1423555e+01 6 1 0 0 0 10
5.22447e-01 2.16764e-01 -1.7509473e+03 -7.1604000e-01 1.1309715e+01 6 1 0 0 0 10
5.13959e-01 -9.30758e-02 -1.4346587e+03 9.3530000e-02 1.0079527e+01 5 2 0 0 0 6
6.36233e-01 -1.12872e-01 -1.6913438e+03 -2.5763300e+00 1.0176095e+01 5 2 0 0 0 10
5.78993e-01 -1.28887e-01 -1.5517893e+03 -6.6990000e-01 1.0448046e+01 5 2 0 0 0 8
5.05026e-01 -6.31779e-02 -1.4285137e+03 7.4458000e-01 9.9880360e+00 5 2 0 0 0 6
5.76690e-01 -1.33012e-01 -1.5568478e+03 -6.1174000e-01 1.0273830e+01 5 2 0 0 0 8
5.84198e-01 -1.59730e-01 -1.5559407e+03 -6.0536000e-01 1.0394852e+01 5 2 0 0 0 8
5.24927e-01 -5.66131e-02 -1.5619875e+03 -4.8123000e-01 1.0397662e+01 5 2 0 0 0 8
6.54748e-01 -1.27836e-01 -1.6926851e+03 -2.3440200e+00 1.0283422e+01 5 2 0 0 0 10
5.82671e-01 -3.53039e-02 -1.6774512e+03 -2.1219100e+00 1.0348976e+01 5 2 0 0 0 10
5.21126e-01 -2.92461e-02 -1.5696160e+03 5.8834000e-01 9.9340990e+00 5 2 0 0 0 8
6.09489e-01 -3.87278e-02 -1.6956664e+03 -2.5426400e+00 1.0279268e+01 5 2 0 0 0 10
4.67447e-01 -6.14603e-02 -1.4518503e+03 1.1235900e+00 9.9429530e+00 5 2 0 0 0 6
5.51495e-01 2.24700e-01 -1.7235002e+03 -2.2147700e+00 1.0969871e+01 6 1 0 0 0 10
5.49270e-01 -7.57348e-02 -1.5248521e+03 -1.9387000e+00 9.7848570e+00 5 2 0 0 0 8
6.42228e-01 2.54470e-01 -1.8767386e+03 -2.2118200e+00 1.1675293e+01 6 1 0 0 0 12
5.55477e-01 2.38974e-01 -1.7222771e+03 -5.7278000e-01 1.1459634e+01 6 1 0 0 0 10
4.81951e-01 1.61660e-01 -1.5666697e+03 -1.6946600e+00 1.1093319e+01 6 1 0 0 0 8
5.57159e-01 2.82310e-01 -1.8733661e+03 -2.6518600e+00 1.1701009e+01 6 1 0 0 0 12
5.03694e-01 2.31839e-01 -1.7287159e+03 -5.4762000e-01 1.1892335e+01 6 1 0 0 0 10
4.24130e-01 1.56185e-01 -1.5729960e+03 -1.7634800e+00 1.1538867e+01 6 1 0 0 0 8
6.01295e-01 2.33898e-01 -1.8743041e+03 -2.4271200e+00 1.1514942e+01 6 1 0 0 0 12
5.25875e-01 1.99034e-01 -1.7259236e+03 -7.8058000e-01 1.1621350e+01 6 1 0 0 0 10
4.25647e-01 1.21232e-01 -1.5668737e+03 -1.7826700e+00 1.1228805e+01 6 1 0 0 0 8
5.76434e-01 -3.36241e-02 -1.6773859e+03 -2.3997200e+00 1.0434010e+01 5 2 0 0 0 10
5.71889e-01 -3.57037e-02 -1.6799904e+03 -2.1420100e+00 1.0544279e+01 5 2 0 0 0 10
5.34997e-01 -9.98449e-03 -1.5421637e+03 7.6263000e-01 9.8639960e+00 5 2 0 0 0 8
5.54253e-01 9.83413e-03 -1.6783148e+03 -2.5021200e+00 1.0602260e+01 5 2 0 0 0 10
5.59585e-01 -1.68602e-02 -1.6804575e+03 -2.5968100e+00 1.0555872e+01 5 2 0 0 0 10
4.73853e-01 7.63237e-03 -1.5504130e+03 8.0147000e-01 1.0440835e+01 5 2 0 0 0 8
4.80487e-01 -2.85795e-02 -1.5428385e+03 7.5773000e-01 9.9943940e+00 5 2 0 0 0 8
5.62136e-01 2.27889e-01 -1.7363372e+03 -2.5563900e+00 1.0752783e+01 6 1 0 0 0 10
5.47883e-01 2.02139e-01 -1.5960636e+03 -6.3143000e-01 1.0976199e+01 6 1 0 0 0 8
5.26274e-01 1.95717e-01 -1.6026877e+03 -7.1186000e-01 1.0630474e+01 6 1 0 0 0 8
5.30029e-01 1.81350e-01 -1.6272860e+03 -5.5240000e-02 1.1034983e+01 6 1 0 0 0 8
6.06655e-01 2.59908e-01 -1.8869088e+03 -2.5750200e+00 1.1454490e+01 6 1 0 0 0 12
5.59091e-01 1.92712e-01 -1.6008508e+03 2.9214000e-01 1.1698656e+01 6 1 0 0 0 8
5.25327e-01 1.79737e-01 -1.6128685e+03 2.2206000e-01 1.1906486e+01 6 1 0 0 0 8
5.29746e-01 2.14953e-01 -1.7492697e+03 -7.5910000e-01 1.1370934e+01 6 1 0 0 0 10
5.49545e-01 2.14693e-01 -1.7433217e+03 -6.2504000e-01 1.1409178e+01 6 1 0 0 0 10
5.06053e-01 -9.25019e-02 -1.4322408e+03 1.1126000e-01 9.8923450e+00 5 2 0 0 0 6
6.15166e-01 -3.32917e-02 -1.6931379e+03 -2.3860200e+00 1.0251352e+01 5 2 0 0 0 10
5.07629e-01 -7.56170e-02 -1.4222256e+03 1.3024900e+00 9.9505680e+00 5 2 0 0 0 6
5.20698e-01 -5.86655e-02 -1.5579246e+03 -4.9203000e-01 1.0233646e+01 5 2 0 0 0 8
5.75083e-01 -2.96899e-02 -1.6814489e+03 -2.2397800e+00 1.0379444e+01 5 2 0 0 0 10
5.14726e-01 -3.48022e-02 -1.5536294e+03 6.6071000e-01 9.9699910e+00 5 2 0 0 0 8
5.59356e-01 2.27362e-02 -1.6777471e+03 -2.4171600e+00 1.0548124e+01 5 2 0 0 0 10
5.86456e-01 2.73011e-02 -1.6829680e+03 -2.3126600e+00 1.0421318e+01 5 2 0 0 0 10
4.84709e-01 2.83667e-02 -1.5566566e+03 6.2557000e-01 9.9573800e+00 5 2 0 0 0 8
5.13049e-01 -2.56457e-02 -1.5668193e+03 5.9880000e-01 9.7885220e+00 5 2 0 0 0 8
5.28003e-01 1.70761e-01 -1.6298910e+03 -7.2880000e-02 1.1280409e+01 6 1 0 0 0 8
5.18459e-01 2.06876e-01 -1.6068169e+03 -6.2601000e-01 1.1312317e+01 6 1 0 0 0 8
5.34157e-01 1.84559e-01 -1.6062239e+03 -5.0567000e-01 1.1710642e+01 6 1 0 0 0 8
5.27375e-01 1.96685e-01 -1.6064304e+03 2.8338000e-01 1.1997074e+01 6 1 0 0 0 8
5.39430e-01 2.25328e-01 -1.7530343e+03 -7.4390000e-01 1.1397217e+01 6 1 0 0 0 10
4.92875e-01 1.95389e-01 -1.6142874e+03 -5.9747000e-01 1.1118262e+01 6 1 0 0 0 8
5.14336e-01 1.80941e-01 -1.6123907e+03 -6.5025000e-01 1.1599563e+01 6 1 0 0 0 8
5.04318e-01 1.83541e-01 -1.6104957e+03 1.4852000e-01 1.1443210e+01 6 1 0 0 0 8
5.63048e-01 2.03434e-01 -1.7478567e+03 -6.8558000e-01 1.1408255e+01 6 1 0 0 0 10
5.85938e-01 3.24617e-01 -1.8736906e+03 -2.4138200e+00 1.1547090e+01 6 1 0 0 0 12
5.29562e-01 2.25722e-01 -1.7516814e+03 -7.1688000e-01 1.1277359e+01 6 1 0 0 0 10
5.30841e-01 2.06934e-01 -1.7514269e+03 -7.9085000e-01 1.1699559e+01 6 1 0 0 0 10
6.02047e-01 2.44992e-01 -1.8892290e+03 -2.6615500e+00 1.1567015e+01 6 1 0 0 0 12
5.38973e-01 2.06211e-01 -1.7529111e+03 -7.5246000e-01 1.1539053e+01 6 1 0 0 0 10
5.47903e-01 2.25902e-01 -1.7457899e+03 -6.9991000e-01 1.1380612e+01 6 1 0 0 0 10
6.47050e-01 -1.09486e-01 -1.6864919e+03 -2.6180000e+00 1.0272006e+01 5 2 0 0 0 10
5.85225e-01 -1.27403e-01 -1.5453044e+03 -6.4584000e-01 1.0521223e+01 5 2 0 0 0 8
5.28805e-01 -1.47849e-01 -1.4082498e+03 -5.9889000e-01 1.0349907e+01 5 2 0 0 0 6
5.71686e-01 -1.28458e-01 -1.5530350e+03 -6.2427000e-01 1.0221327e+01 5 2 0 0 0 8
5.36178e-01 -1.56368e-01 -1.4084102e+03 -4.3206000e-01 9.8229710e+00 5 2 0 0 0 6
6.76398e-01 -1.45202e-01 -1.6955476e+03 -2.5990600e+00 1.0328407e+01 5 2 0 0 0 10
6.00110e-01 -1.77746e-01 -1.5543352e+03 -6.2744000e-01 1.0081150e+01 5 2 0 0 0 8
5.85331e-01 -3.19283e-02 -1.6777211e+03 -2.3159500e+00 1.0352671e+01 5 2 0 0 0 10
5.66080e-01 -1.33350e-01 -1.5518661e+03 -5.9650000e-01 1.0137596e+01 5 2 0 0 0 8
6.35620e-01 -1.18826e-01 -1.6961327e+03 -2.6373700e+00 1.0459617e+01 5 2 0 0 0 10
4.99158e-01 -7.41601e-02 -1.4368551e+03 4.7360000e-02 1.0008984e+01 5 2 0 0 0 6
6.65878e-01 -1.03317e-01 -1.6910277e+03 -2.5396800e+00 1.0241004e+01 5 2 0 0 0 10
6.34672e-01 -1.33152e-01 -1.5460601e+03 -5.5307000e-01 1.0387878e+01 5 2 0 0 0 8
4.86032e-01 -4.05826e-02 -1.4425374e+03 5.3802000e-01 9.8215690e+00 5 2 0 0 0 6
5.92886e-01 -1.35570e-01 -1.5539796e+03 -5.9804000e-01 1.0235193e+01 5 2 0 0 0 8
4.73249e-01 -4.09816e-02 -1.4474247e+03 5.0875000e-01 9.6745590e+00 5 2 0 0 0 6
6.22377e-01 -1.97383e-02 -1.6732242e+03 -2.1749800e+00 1.0330021e+01 5 2 0 0 0 10
4.94675e-01 -2.43623e-03 -1.5875006e+03 4.2563000e-01 9.7959590e+00 5 2 0 0 0 8
5.48331e-01 2.26012e-01 -1.7257487e+03 -2.4359700e+00 1.1058465e+01 6 1 0 0 0 10
5.45231e-01 -7.56320e-02 -1.5259662e+03 -2.1189100e+00 1.0024302e+01 5 2 0 0 0 8
5.22943e-01 2.08506e-01 -1.7305840e+03 -6.3340000e-01 1.1741292e+01 6 1 0 0 0 10
5.29129e-01 2.06320e-01 -1.7268678e+03 -5.6544000e-01 1.1678276e+01 6 1 0 0 0 10
4.30011e-01 1.25613e-01 -1.5700676e+03 -1.8471000e+00 1.1290056e+01 6 1 0 0 0 8
5.65644e-01 -3.26672e-02 -1.6768335e+03 -2.4134300e+00 1.0558630e+01 5 2 0 0 0 10
5.69357e-01 -3.25871e-02 -1.6805562e+03 -2.1101400e+00 1.0470774e+01 5 2 0 0 0 10
5.00214e-01 -4.19870e-02 -1.5526067e+03 7.5688000e-01 1.0155347e+01 5 2 0 0 0 8
4.69610e-01 -1.36544e-02 -1.5457748e+03 8.9695000e-01 1.0035768e+01 5 2 0 0 0 8
6.30962e-01 2.43800e-01 -1.7355308e+03 -2.6033000e+00 1.0793175e+01 6 1 0 0 0 10
5.97555e-01 2.20247e-01 -1.5960765e+03 -8.4314000e-01 1.0975724e+01 6 1 0 0 0 8
6.17452e-01 -1.36958e-01 -1.5412146e+03 -2.8187500e+00 9.6409790e+00 5 2 0 0 0 8
5.96145e-01 2.54431e-01 -1.8724875e+03 -2.3377800e+00 1.1542290e+01 6 1 0 0 0 12
5.40131e-01 2.00215e-01 -1.7272334e+03 -5.4694000e-01 1.1774914e+01 6 1 0 0 0 10
4.43560e-01 1.23462e-01 -1.5706149e+03 -1.7166600e+00 1.1238236e+01 6 1 0 0 0 8
5.68723e-01 -2.75616e-02 -1.6760736e+03 -2.3467300e+00 1.0458705e+01 5 2 0 0 0 10
5.59317e-01 3.55279e-03 -1.6802686e+03 -2.4735500e+00 1.0632038e+01 5 2 0 0 0 10
6.03572e-01 -3.11551e-02 -1.6837762e+03 -2.3859900e+00 1.0609415e+01 5 2 0 0 0 10
5.95936e-01 -5.17489e-02 -1.6815980e+03 -2.2238700e+00 1.0444749e+01 5 2 0 0 0 10
4.86035e-01 -2.38671e-02 -1.5444337e+03 8.6047000e-01 9.9991920e+00 5 2 0 0 0 8
5.88157e-01 2.23917e-01 -1.7445817e+03 -2.8446000e+00 1.0858402e+01 6 1 0 0 0 10
5.35995e-01 1.97534e-01 -1.6056521e+03 -7.9202000e-01 1.1150586e+01 6 1 0 0 0 8
5.65891e-01 -8.81108e-02 -1.5458462e+03 -2.3448900e+00 9.7160650e+00 5 2 0 0 0 8
5.32591e-01 -1.14524e-01 -1.4056323e+03 -4.6850000e-01 9.9834570e+00 5 2 0 0 0 6
5.12089e-01 1.46801e-01 -1.4732252e+03 7.8153000e-01 1.2085023e+01 6 1 0 0 0 6
5.23987e-01 1.98870e-01 -1.7501836e+03 -7.2614000e-01 1.1358875e+01 6 1 0 0 0 10
4.97412e-01 1.62731e-01 -1.6130342e+03 2.5979000e-01 1.1859550e+01 6 1 0 0 0 8
6.05176e-01 2.28192e-01 -1.8751167e+03 -2.5599000e+00 1.1597463e+01 6 1 0 0 0 12
5.47127e-01 1.92756e-01 -1.7495104e+03 -7.0866000e-01 1.1517464e+01 6 1 0 0 0 10
5.44174e-01 1.94588e-01 -1.7459215e+03 -6.4151000e-01 1.1481446e+01 6 1 0 0 0 10
5.08289e-01 -9.47632e-02 -1.4345426e+03 1.0715000e-01 1.0093317e+01 5 2 0 0 0 6
6.02986e-01 -4.15099e-02 -1.6951067e+03 -2.4029100e+00 1.0365895e+01 5 2 0 0 0 10
4.90376e-01 -1.17565e-01 -1.2954849e+03 1.8879800e+00 1.0018004e+01 5 2 0 0 0 4
4.84163e-01 -7.28370e-02 -1.4299325e+03 1.2879400e+00 1.0146579e+01 5 2 0 0 0 6
5.79135e-01 1.35290e-02 -1.6882079e+03 -2.2964000e+00 1.0444528e+01 5 2 0 0 0 10
4.92653e-01 3.21908e-02 -1.5590197e+03 6.3781000e-01 1.0007954e+01 5 2 0 0 0 8
5.34767e-01 -6.47981e-02 -1.5587045e+03 -4.4898000e-01 1.0198673e+01 5 2 0 0 0 8
5.75526e-01 -3.29526e-02 -1.6821028e+03 -2.3937900e+00 1.0457591e+01 5 2 0 0 0 10
5.08306e-01 -3.49987e-02 -1.5540021e+03 6.7334000e-01 1.0045290e+01 5 2 0 0 0 8
5.14970e-01 -2.89397e-02 -1.5693539e+03 5.8722000e-01 9.8537840e+00 5 2 0 0 0 8
5.09733e-01 1.55383e-01 -1.4780358e+03 8.1090000e-01 1.2173329e+01 6 1 0 0 0 6
5.36257e-01 1.53041e-01 -1.4798434e+03 9.4927000e-01 1.3393111e+01 6 1 0 0 0 6
5.08722e-01 1.72013e-01 -1.6123770e+03 2.4861000e-01 1.2112282e+01 6 1 0 0 0 8
6.19258e-01 2.99909e-01 -1.8951353e+03 -2.4812400e+00 1.1398710e+01 6 1 0 0 0 12
5.43992e-01 2.43053e-01 -1.6106127e+03 1.1200000e-01 1.1104743e+01 6 1 0 0 0 8
5.63755e-01 2.66945e-01 -1.7539294e+03 -6.1746000e-01 1.1242908e+01 6 1 0 0 0 10
5.45232e-01 2.59711e-01 -1.7548025e+03 -5.9808000e-01 1.1364715e+01 6 1 0 0 0 10
5.11581e-01 1.68022e-01 -1.6114995e+03 1.8980000e-01 1.1256532e+01 6 1 0 0 0 8
5.09669e-01 1.58534e-01 -1.6150686e+03 2.0218000e-01 1.2206126e+01 6 1 0 0 0 8
5.58897e-01 1.88847e-01 -1.7487218e+03 -6.7832000e-01 1.1567040e+01 6 1 0 0 0 10
5.51125e-01 1.98409e-01 -1.7497640e+03 -7.0837000e-01 1.1638455e+01 6 1 0 0 0 10
5.47438e-01 2.01209e-01 -1.7473604e+03 -7.0366000e-01 1.1363319e+01 6 1 0 0 0 10
6.49028e-01 -1.20076e-01 -1.6915184e+03 -2.7977600e+00 1.0177982e+01 5 2 0 0 0 10
5.69267e-01 -1.46558e-01 -1.5564355e+03 -6.0293000e-01 1.0375034e+01 5 2 0 0 0 8
5.80997e-01 -1.39962e-01 -1.5566873e+03 -6.1049000e-01 1.0208917e+01 5 2 0 0 0 8
5.77527e-01 -1.42425e-01 -1.5565847e+03 -6.4815000e-01 1.0568629e+01 5 2 0 0 0 8
6.36374e-01 -5.40495e-02 -1.6957811e+03 -2.3489800e+00 1.0257666e+01 5 2 0 0 0 10
5.29147e-01 2.89355e-02 -1.5594448e+03 6.5351000e-01 9.9823810e+00 5 2 0 0 0 8
6.07209e-01 1.86752e-02 -1.6867692e+03 -2.2607100e+00 1.0463516e+01 5 2 0 0 0 10
6.40619e-01 -1.36529e-01 -1.6940149e+03 -2.5271900e+00 1.0397453e+01 5 2 0 0 0 10
5.53904e-01 -1.99955e-01 -1.4144474e+03 3.3634000e-01 1.0737097e+01 5 2 0 0 0 6
4.83002e-01 -9.75581e-03 -1.5763529e+03 4.6998000e-01 9.8859520e+00 5 2 0 0 0 8
5.57034e-01 -1.43087e-01 -1.5540962e+03 -6.2142000e-01 1.0393018e+01 5 2 0 0 0 8
4.83088e-01 -9.31705e-02 -1.3108977e+03 1.8220200e+00 1.0628759e+01 5 2 0 0 0 4
5.42278e-01 -1.53428e-01 -1.4177129e+03 4.1225000e-01 1.0815933e+01 5 2 0 0 0 6
5.47444e-01 -7.52460e-02 -1.5576251e+03 -4.3558000e-01 1.0162065e+01 5 2 0 0 0 8
4.68786e-01 -5.86811e-02 -1.4496321e+03 1.1632000e+00 9.8048170e+00 5 2 0 0 0 6
5.68515e-01 -1.28879e-01 -1.5538412e+03 -5.7210000e-01 1.0156234e+01 5 2 0 0 0 8
5.61147e-01 2.96939e-01 -1.8733087e+03 -2.7069400e+00 1.1774679e+01 6 1 0 0 0 12
4.73478e-01 2.40807e-01 -1.5991718e+03 7.0272000e-01 1.1300519e+01 6 1 0 0 0 8
5.71808e-01 2.65575e-01 -1.8731814e+03 -2.6182700e+00 1.1775967e+01 6 1 0 0 0 12
4.86007e-01 2.84706e-01 -1.7453087e+03 6.0196000e-01 1.1481998e+01 6 1 0 0 0 10
6.03656e-01 2.15737e-01 -1.8626313e+03 -2.8566400e+00 1.1891037e+01 6 1 0 0 0 12
6.12507e-01 2.13059e-01 -1.8632803e+03 -2.5642100e+00 1.1640414e+01 6 1 0 0 0 12
5.83054e-01 3.06573e-01 -1.8773743e+03 -2.5193100e+00 1.1668350e+01 6 1 0 0 0 12
4.86373e-01 2.71834e-01 -1.6054430e+03 5.4084000e-01 1.1165671e+01 6 1 0 0 0 8
5.52365e-01 2.79631e-01 -1.8728925e+03 -2.5759000e+00 1.1676539e+01 6 1 0 0 0 12
5.46322e-01 2.80101e-01 -1.8706255e+03 -2.6480200e+00 1.1709236e+01 6 1 0 0 0 12
5.12455e-01 3.12369e-01 -1.7508456e+03 4.2670000e-01 1.1189341e+01 6 1 0 0 0 10
5.01051e-01 1.65508e-01 -1.6277560e+03 -5.7740000e-02 1.1242296e+01 6 1 0 0 0 8
5.11911e-01 1.47429e-01 -1.4863934e+03 7.0480000e-01 1.2189589e+01 6 1 0 0 0 6
